draw_date,draw_index,jackpot_usd,w1,w2,w3,w4,w5,pb,powerplay
7/31/2024,1666,154000000,34,23,37,58,50,7,2
8/3/2024,1667,171000000,33,13,61,40,60,20,3
8/5/2024,1668,174000000,54,44,42,29,51,12,2
8/7/2024,1669,185000000,57,47,35,19,6,9,3
8/10/2024,1670,201000000,24,69,33,64,9,9,2
8/12/2024,1671,212000000,22,68,9,67,57,14,3
8/14/2024,1672,20000000,8,29,23,62,9,13,2
8/17/2024,1673,35000000,31,43,12,45,46,22,5
8/19/2024,1674,44000000,28,1,15,23,2,10,2
8/21/2024,1675,20000000,33,67,27,38,31,3,2
8/24/2024,1676,34000000,15,43,21,24,5,17,3
8/26/2024,1677,44000000,69,68,23,2,4,15,3
8/28/2024,1678,54000000,33,5,50,47,64,20,2
8/31/2024,1679,69000000,4,34,69,38,35,19,2
9/2/2024,1680,80000000,8,46,48,53,42,22,3
9/4/2024,1681,93000000,7,33,59,10,21,20,3
9/7/2024,1682,112000000,63,55,34,37,14,20,2
9/9/2024,1683,121000000,21,60,47,1,16,5,3
9/11/2024,1684,134000000,55,67,10,12,65,3,3
9/14/2024,1685,152000000,34,48,56,29,38,16,2
9/16/2024,1686,165000000,31,9,11,8,27,17,5
9/18/2024,1687,176000000,1,22,68,47,11,7,4
9/21/2024,1688,195000000,21,45,17,37,19,14,2
9/23/2024,1689,208000000,37,21,15,25,45,19,3
9/25/2024,1690,223000000,26,46,45,52,2,21,2
9/28/2024,1691,243000000,11,24,13,39,3,22,3
9/30/2024,1692,258000000,69,30,11,9,43,20,2
10/2/2024,1693,275000000,37,21,2,43,1,21,3
10/5/2024,1694,295000000,2,46,12,52,65,3,2
10/7/2024,1695,315000000,31,63,52,18,30,22,2
10/9/2024,1696,336000000,32,43,66,53,25,10,3
10/12/2024,1697,364000000,20,41,57,14,5,6,3
10/14/2024,1698,388000000,14,33,64,67,18,14,2
10/16/2024,1699,408000000,44,39,4,60,30,11,2
10/19/2024,1700,437000000,45,7,19,16,64,25,3
10/21/2024,1701,456000000,25,57,62,64,1,15,2
10/23/2024,1702,478000000,2,29,15,27,39,20,2
10/26/2024,1703,20000000,51,45,12,40,8,15,2
10/28/2024,1704,28000000,21,27,67,48,32,17,2
10/30/2024,1705,39000000,13,29,43,58,22,22,3
11/2/2024,1706,54000000,58,61,45,48,10,2,3
11/4/2024,1707,63000000,48,53,6,33,18,21,10
11/6/2024,1708,75000000,37,17,12,62,58,4,2
11/9/2024,1709,92000000,24,56,50,11,66,16,2
11/11/2024,1710,103000000,46,24,21,34,3,9,3
11/13/2024,1711,113000000,58,20,43,9,26,9,2
11/16/2024,1712,130000000,38,25,22,21,32,16,5
11/18/2024,1713,144000000,69,52,27,31,41,26,3
11/20/2024,1714,155000000,62,30,60,64,16,25,3
11/23/2024,1715,171000000,13,67,12,34,44,8,3
11/25/2024,1716,184000000,5,35,63,60,45,12,2
11/27/2024,1717,196000000,13,7,6,1,40,5,5
11/30/2024,1718,214000000,4,29,24,39,63,25,4
12/2/2024,1719,224000000,26,61,9,3,67,13,2
12/4/2024,1720,240000000,28,61,23,25,1,13,2
12/7/2024,1721,260000000,57,43,31,55,1,22,2
12/9/2024,1722,20000000,45,35,37,51,40,24,2
12/11/2024,1723,30000000,50,13,44,52,54,20,2
12/14/2024,1724,45000000,12,52,17,23,67,1,2
12/16/2024,1725,55000000,33,57,9,61,30,17,2
12/18/2024,1726,69000000,15,18,6,33,49,7,2
12/21/2024,1727,88000000,21,1,17,12,58,1,3
12/23/2024,1728,103000000,22,57,42,64,44,18,2
12/25/2024,1729,117000000,30,26,15,35,27,3,3
12/28/2024,1730,145000000,55,6,31,51,54,12,2
12/30/2024,1731,163000000,39,9,38,19,33,1,3
1/1/2025,1732,178000000,66,6,28,12,35,26,3
1/4/2025,1733,200000000,43,54,56,26,32,24,2
1/6/2025,1734,220000000,17,34,46,67,66,14,2
1/8/2025,1735,240000000,43,20,1,36,38,24,2
1/11/2025,1736,263000000,32,65,6,3,37,4,3
1/13/2025,1737,285000000,4,6,66,16,39,9,2
1/15/2025,1738,303000000,41,58,52,53,8,7,3
1/18/2025,1739,331000000,35,14,69,31,64,23,2
1/20/2025,1740,20000000,54,32,15,47,16,6,3
1/22/2025,1741,31000000,40,6,49,27,5,5,2
1/25/2025,1742,46000000,8,17,15,53,66,14,3
1/27/2025,1743,56000000,2,47,55,40,53,20,2
1/29/2025,1744,69000000,38,31,12,8,33,18,3
2/1/2025,1745,89000000,32,29,49,23,61,8,2
2/3/2025,1746,100000000,37,60,47,12,54,17,3
2/5/2025,1747,113000000,19,62,50,30,27,14,3
2/8/2025,1748,133000000,60,62,23,57,44,9,2
2/10/2025,1749,142000000,43,18,29,17,2,3,3
2/12/2025,1750,154000000,49,32,21,45,36,18,2
2/15/2025,1751,172000000,45,3,56,54,16,12,2
2/17/2025,1752,183000000,52,4,47,44,57,9,4
2/19/2025,1753,195000000,60,21,49,28,6,20,2
2/22/2025,1754,215000000,22,65,18,50,7,15,2
2/24/2025,1755,230000000,68,59,10,34,11,14,3
2/26/2025,1756,248000000,48,28,55,60,62,20,2
3/1/2025,1757,272000000,36,2,49,23,44,25,3
3/3/2025,1758,279000000,18,50,52,56,20,20,2
3/5/2025,1759,295000000,40,24,28,65,63,20,3
3/8/2025,1760,320000000,23,2,16,63,4,13,3
3/10/2025,1761,335000000,17,47,55,50,40,6,2
3/12/2025,1762,353000000,58,11,28,51,13,1,2
3/15/2025,1763,378000000,54,12,33,36,28,5,3
3/17/2025,1764,398000000,60,18,38,23,11,9,2
3/19/2025,1765,416000000,59,21,49,11,8,15,2
3/22/2025,1766,444000000,57,7,25,46,6,12,3
3/24/2025,1767,461000000,36,6,47,35,23,12,2
3/26/2025,1768,484000000,53,39,29,20,5,6,3
3/29/2025,1769,515000000,21,7,11,61,53,2,3
3/31/2025,1770,20000000,64,12,41,44,52,25,2
4/2/2025,1771,30000000,17,5,64,41,69,1,2
4/5/2025,1772,47000000,23,30,46,4,62,2,4
4/7/2025,1773,54000000,66,23,59,48,20,4,2
4/9/2025,1774,65000000,4,55,37,29,67,10,4
4/12/2025,1775,82000000,53,44,16,22,45,19,2
4/14/2025,1776,100000000,52,62,20,3,30,1,3
4/16/2025,1777,113000000,49,20,42,43,24,19,3
4/19/2025,1778,131000000,63,37,7,39,25,1,3
4/21/2025,1779,139000000,51,33,46,4,45,25,3
4/23/2025,1780,151000000,44,69,66,15,63,20,2
4/26/2025,1781,168000000,1,12,69,18,14,2,3
4/28/2025,1782,20000000,51,26,56,43,60,24,4
4/30/2025,1783,30000000,3,57,1,2,59,9,2
5/3/2025,1784,44000000,10,65,23,21,35,24,2
5/5/2025,1785,54000000,34,16,40,45,66,19,2
5/7/2025,1786,65000000,30,40,59,14,15,20,3
5/10/2025,1787,82000000,5,39,28,20,42,13,2
5/12/2025,1788,93000000,15,48,16,41,60,21,3
5/14/2025,1789,106000000,29,24,4,53,10,4,3
5/17/2025,1790,123000000,42,52,7,34,40,15,2
5/19/2025,1791,134000000,14,13,50,60,37,11,2
5/21/2025,1792,146000000,29,9,31,34,43,2,2
5/24/2025,1793,163000000,48,28,18,52,12,5,3
5/26/2025,1794,177000000,47,67,13,64,52,25,2
5/28/2025,1795,189000000,27,23,32,35,59,11,2
5/31/2025,1796,207000000,56,37,29,1,68,13,2
6/2/2025,1797,20000000,7,1,61,57,44,21,3
6/4/2025,1798,30000000,17,35,45,5,23,24,10
6/7/2025,1799,44000000,36,43,31,62,48,25,2
6/9/2025,1800,54000000,43,33,30,52,40,25,4
6/11/2025,1801,65000000,25,53,13,37,29,3,2
6/14/2025,1802,80000000,4,59,23,9,6,25,3
6/16/2025,1803,90000000,27,21,17,23,52,19,5
6/18/2025,1804,101000000,50,64,23,29,67,11,2
6/21/2025,1805,118000000,52,32,62,3,16,24,3
6/23/2025,1806,128000000,42,25,44,65,5,20,3
6/25/2025,1807,140000000,37,61,12,2,51,22,3
6/28/2025,1808,155000000,4,43,62,52,35,12,2
6/30/2025,1809,162000000,52,13,28,55,44,6,4
7/2/2025,1810,174000000,7,21,19,63,54,21,2
7/5/2025,1811,190000000,58,50,1,28,34,8,2
7/7/2025,1812,203000000,69,61,33,58,35,25,5
7/9/2025,1813,216000000,25,9,69,28,5,5,2
7/12/2025,1814,234000000,16,8,54,33,24,18,2
7/14/2025,1815,248000000,63,12,8,45,46,24,2
7/16/2025,1816,264000000,43,21,49,4,48,22,2
7/19/2025,1817,288000000,28,69,48,61,51,20,3
7/21/2025,1818,308000000,33,28,42,11,8,2,2
7/23/2025,1819,325000000,19,35,2,25,18,25,3
7/26/2025,1820,350000000,57,8,67,65,31,23,3
7/28/2025,1821,364000000,35,36,62,7,43,3,3
7/30/2025,1822,384000000,15,64,35,50,4,8,4
8/2/2025,1823,410000000,36,34,35,6,18,2,2
8/4/2025,1824,426000000,9,31,38,19,8,21,2
8/6/2025,1825,449000000,15,27,45,53,43,9,2
8/9/2025,1826,482000000,23,24,60,7,14,14,2
8/11/2025,1827,501000000,40,6,16,33,62,2,2
8/13/2025,1828,526000000,11,4,50,40,44,4,3
8/16/2025,1829,565000000,40,23,49,65,69,23,3
8/18/2025,1830,605000000,63,15,64,61,46,1,3
8/20/2025,1831,643000000,68,31,65,59,62,5,2
8/23/2025,1832,700000000,34,14,11,47,51,18,2
8/25/2025,1833,750000000,19,64,34,16,37,22,3
8/27/2025,1834,850000000,9,12,22,61,41,25,4
8/30/2025,1835,1000000000,22,3,33,18,27,17,3
9/1/2025,1836,1100000000,25,23,8,40,53,5,3
9/3/2025,1837,1400000000,61,29,69,16,3,22,2
9/6/2025,1838,1800000000,61,23,62,44,11,17,2
9/8/2025,1839,20000000,53,28,41,26,64,9,3
9/10/2025,1840,33000000,24,2,64,45,53,5,2
9/13/2025,1841,50000000,50,53,28,37,42,19,2
9/15/2025,1842,64000000,42,32,49,15,14,1,2
9/17/2025,1843,81000000,30,50,54,62,7,20,2
9/20/2025,1844,99000000,67,64,15,29,66,4,2
9/22/2025,1845,113000000,46,59,3,29,42,15,3
9/24/2025,1846,127000000,53,49,31,45,15,19,3
9/27/2025,1847,145000000,61,32,16,10,66,4,2
9/29/2025,1848,160000000,27,65,60,1,3,16,5
10/1/2025,1849,174000000,28,8,17,55,22,14,3
10/4/2025,1850,195000000,67,7,3,47,68,2,2
10/6/2025,1851,207000000,29,32,67,66,28,3,2
10/8/2025,1852,223000000,10,44,54,48,8,14,2
10/11/2025,1853,244000000,13,27,16,18,20,10,2
10/13/2025,1854,258000000,14,52,64,32,13,12,2
10/15/2025,1855,273000000,47,28,10,34,13,15,3
10/18/2025,1856,295000000,11,27,58,40,3,10,3
10/20/2025,1857,304000000,32,38,69,66,67,19,2
10/22/2025,1858,320000000,18,52,54,60,37,12,2
10/25/2025,1859,344000000,39,2,12,22,67,15,2
10/27/2025,1860,358000000,39,17,43,51,66,20,2
10/29/2025,1861,376000000,60,65,49,4,24,1,2
11/1/2025,1862,400000000,62,26,44,43,2,22,2
11/3/2025,1863,419000000,43,3,32,57,40,18,2
11/5/2025,1864,438000000,61,17,29,66,9,26,5
11/8/2025,1865,467000000,53,3,68,60,62,11,2
11/10/2025,1866,490000000,58,28,44,48,6,23,2
11/12/2025,1867,512000000,43,51,29,65,39,23,2
11/15/2025,1868,546000000,7,6,47,53,12,21,4
11/17/2025,1869,570000000,50,33,66,57,7,23,5
11/19/2025,1870,593000000,10,51,31,49,68,19,2
11/22/2025,1871,629000000,69,32,36,51,28,2,2
11/24/2025,1872,654000000,30,26,8,16,58,14,2
11/26/2025,1873,681000000,15,19,28,7,8,3,3
11/29/2025,1874,719000000,30,19,32,59,22,1,2
12/1/2025,1875,740000000,18,5,26,59,47,1,3
12/3/2025,1876,775000000,46,1,14,20,51,26,3
12/6/2025,1877,820000000,13,26,28,14,44,7,2
12/8/2025,1878,875000000,64,8,52,56,32,23,2
12/10/2025,1879,930000000,10,29,69,16,33,22,3
12/13/2025,1880,1000000000,58,28,31,1,57,16,2
12/15/2025,1881,1100000000,59,68,63,23,35,2,4
12/17/2025,1882,1250000000,25,66,33,53,62,17,4
12/20/2025,1883,1500000000,28,5,52,69,4,20,3
12/22/2025,1884,1600000000,36,54,18,3,41,7,2
12/24/2025,1885,1700000000,25,59,4,52,31,19,2
12/27/2025,1886,20000000,62,5,34,39,20,1,2
12/29/2025,1887,33000000,11,19,34,53,48,21,2
12/31/2025,1888,45000000,21,11,38,24,18,26,10
1/3/2026,1889,64000000,60,53,18,21,40,23,3
1/5/2026,1890,86000000,51,4,56,18,24,14,2
1/7/2026,1891,105000000,57,28,15,58,63,23,2
1/10/2026,1892,124000000,5,64,19,28,21,14,3
1/12/2026,1893,137000000,5,45,59,27,56,4,2
1/14/2026,1894,156000000,24,6,51,43,39,2,2
1/17/2026,1895,179000000,57,8,5,49,27,14,4
1/19/2026,1896,193000000,5,55,34,28,37,17,3
1/21/2026,1897,209000000,11,27,55,53,26,12,2
1/24/2026,1898,20000000,2,63,16,61,35,5,3
1/26/2026,1899,30000000,31,60,21,63,51,18,2
1/28/2026,1900,43000000,21,35,68,40,46,11,10
1/31/2026,1901,57000000,2,40,14,63,8,23,3
2/2/2026,1902,65000000,60,65,3,8,31,4,2
2/4/2026,1903,80000000,37,30,29,27,58,15,2
2/7/2026,1904,102000000,42,36,25,51,58,6,2
2/9/2026,1905,113000000,22,19,28,6,48,24,5
2/11/2026,1906,126000000,33,40,20,6,48,5,2
2/14/2026,1907,146000000,58,60,64,43,23,24,2
2/16/2026,1908,154000000,18,58,16,19,56,6,3
2/18/2026,1909,169000000,9,64,52,66,33,1,2
2/21/2026,1910,190000000,36,49,28,48,27,21,4
2/23/2026,1911,203000000,29,11,5,23,47,6,2
2/25/2026,1912,218000000,50,54,56,52,64,23,2
2/28/2026,1913,238000000,54,65,20,35,6,10,4
3/2/2026,1914,249000000,18,17,38,62,2,20,2
3/4/2026,1915,20000000,14,47,42,7,56,6,4
3/7/2026,1916,35000000,17,68,30,18,50,24,3
3/9/2026,1917,46000000,22,54,23,28,36,13,3
3/11/2026,1918,58000000,58,63,6,55,3,12,2
3/14/2026,1919,75000000,50,9,42,30,52,21,3
3/16/2026,1920,88000000,10,20,7,52,47,20,2
3/18/2026,1921,101000000,18,69,14,19,21,1,3
3/21/2026,1922,120000000,12,59,36,28,41,2,2
3/23/2026,1923,133000000,63,56,18,12,47,1,10
3/25/2026,1924,147000000,7,56,21,64,55,26,4
3/28/2026,1925,166000000,61,42,11,43,59,25,4
3/30/2026,1926,180000000,7,57,11,31,41,20,2
4/1/2026,1927,194000000,11,10,52,64,4,24,3
4/4/2026,1928,217000000,13,65,41,6,3,1,4
4/6/2026,1929,231000000,42,57,24,37,7,5,2
4/8/2026,1930,20000000,42,3,52,16,17,3,2
4/11/2026,1931,35000000,49,47,60,6,53,6,2
4/13/2026,1932,45000000,38,43,64,59,63,15,3
4/15/2026,1933,58000000,21,13,27,43,45,26,5
4/18/2026,1934,75000000,39,25,24,46,61,1,5
4/20/2026,1935,87000000,17,47,9,64,36,26,3
4/22/2026,1936,100000000,49,63,32,24,29,11,2
4/25/2026,1937,118000000,36,30,57,52,4,2,3
4/27/2026,1938,130000000,18,31,36,33,62,3,3
4/29/2026,1939,143000000,51,19,3,67,35,15,2
5/2/2026,1940,20000000,25,65,52,37,42,14,3
5/4/2026,1941,20000000,30,42,60,63,36,13,2
5/6/2026,1942,30000000,51,65,18,27,68,5,3
5/9/2026,1943,47000000,41,15,47,46,56,22,2
5/11/2026,1944,57000000,64,24,56,37,30,7,2
5/13/2026,1945,69000000,67,22,52,56,31,15,2
5/16/2026,1946,86000000,44,37,65,40,8,18,3
5/18/2026,1947,100000000,13,4,34,61,65,12,2
5/20/2026,1948,113000000,10,57,46,30,28,25,3
5/23/2026,1949,131000000,4,16,41,48,66,26,2
5/25/2026,1950,142000000,32,60,17,48,64,10,2
5/27/2026,1951,155000000,5,21,51,31,14,13,4
5/30/2026,1952,170000000,52,44,35,1,27,12,2
6/1/2026,1953,181000000,47,42,57,2,58,14,3
6/3/2026,1954,194000000,38,14,16,64,55,12,3
6/6/2026,1955,212000000,64,16,59,55,32,3,3
6/8/2026,1956,225000000,34,43,49,24,3,20,3
6/10/2026,1957,238000000,12,66,38,60,31,14,2
6/13/2026,1958,258000000,50,13,44,3,53,2,4
6/15/2026,1959,269000000,62,55,60,57,25,23,2
6/17/2026,1960,283000000,49,53,3,26,61,12,2
